date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:50	714494/714494	---MCZ	200	added ('OK')	application/javascript	etag:%22e9a6a49cb3494b26eefc94d737a45673-ssl-df%22	https://www.kondammaltrust.org/js/javascript-plugins-bundle.js	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/javascript-plugins-bundle.js	(from https://www.kondammaltrust.org/)
18:04:50	8241/8241	---MCZ	200	added ('OK')	application/javascript	etag:%2222791d28bf0a5b744bd81581f8673c7f-ssl-df%22	https://www.kondammaltrust.org/js/menuzord/js/menuzord.js	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/menuzord/js/menuzord.js	(from https://www.kondammaltrust.org/)
18:04:51	56527/56527	---MCZ	200	added ('OK')	text/css	etag:%22b2b4afa5866811c4daecb3224bdc9095-ssl-df%22	https://www.kondammaltrust.org/js/revolution-slider/css/rs6.css	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/revolution-slider/css/rs6.css	(from https://www.kondammaltrust.org/)
18:04:51	7131/7131	---MCZ	200	added ('OK')	text/css	etag:%2226c8b2efe459369aecd0e361754de299-ssl-df%22	https://www.kondammaltrust.org/js/revolution-slider/extra-rev-slider1.css	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/revolution-slider/extra-rev-slider1.css	(from https://www.kondammaltrust.org/)
18:04:52	158919/158919	---MCZ	200	added ('OK')	application/javascript	etag:%220b37c6352bbf72fdb61e24f2eefc5265-ssl-df%22	https://www.kondammaltrust.org/js/revolution-slider/js/revolution.tools.min.js	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/revolution-slider/js/revolution.tools.min.js	(from https://www.kondammaltrust.org/)
18:04:53	3118/3118	---M-Z	200	added ('OK')	application/javascript	etag:%227b827b76aed954c0fd20494480eaf8b6-ssl-df%22	https://www.kondammaltrust.org/js/revolution-slider/extra-rev-slider2.js	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/revolution-slider/extra-rev-slider2.js	(from https://www.kondammaltrust.org/)
18:04:53	288490/288490	---MCZ	200	added ('OK')	application/javascript	etag:%2245d67fda4d2462deb9a0347ed205c448-ssl-df%22	https://www.kondammaltrust.org/js/revolution-slider/js/rs6.min.js	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/revolution-slider/js/rs6.min.js	(from https://www.kondammaltrust.org/)
18:04:54	61268/61268	---M--	200	added ('OK')	image/png	etag:%229c420d98e7931cba9384c6e7aca40d4d-ssl%22	https://www.kondammaltrust.org/images/logo-wide.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/logo-wide.png	(from https://www.kondammaltrust.org/)
18:04:54	15640/15640	---M--	200	added ('OK')	image/jpeg	etag:%2267cb11a1710f1c3dbc7127f61b3be9ec-ssl%22	https://www.kondammaltrust.org/images/blog/latest-news1.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/blog/latest-news1.jpg	(from https://www.kondammaltrust.org/)
18:04:55	14888/14888	---M--	200	added ('OK')	image/jpeg	etag:%22269b9c0a938ada37372f3e744c5925cb-ssl%22	https://www.kondammaltrust.org/images/blog/latest-news2.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/blog/latest-news2.jpg	(from https://www.kondammaltrust.org/)
18:04:56	13937/13937	---M--	200	added ('OK')	image/jpeg	etag:%22ab1fc6bf894f8eaaf8b6e2391ee7fb9b-ssl%22	https://www.kondammaltrust.org/images/blog/latest-news3.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/blog/latest-news3.jpg	(from https://www.kondammaltrust.org/)
18:04:56	85394/85394	---MCZ	200	added ('OK')	text/html	etag:%22e06c7ee1fed3d751dea41e7f487deed0-ssl-df%22	https://www.kondammaltrust.org/index.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/index-2.html	(from https://www.kondammaltrust.org/)
18:04:57	61268/61268	---M--	200	added ('OK')	image/png	etag:%229c420d98e7931cba9384c6e7aca40d4d-ssl%22	https://www.kondammaltrust.org/images/logo-wide-white.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/logo-wide-white.png	(from https://www.kondammaltrust.org/)
18:04:57	61268/61268	---M--	200	added ('OK')	image/png	etag:%229c420d98e7931cba9384c6e7aca40d4d-ssl%22	https://www.kondammaltrust.org/images/logo-wide-white%402x.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/logo-wide-white@2x.png	(from https://www.kondammaltrust.org/)
18:04:58	61268/61268	---M--	200	added ('OK')	image/png	etag:%229c420d98e7931cba9384c6e7aca40d4d-ssl%22	https://www.kondammaltrust.org/images/logo-wide%402x.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/logo-wide@2x.png	(from https://www.kondammaltrust.org/)
18:04:58	375436/375436	---M--	200	added ('OK')	image/jpeg	etag:%2274240fbfb8d1f28bf96fba7c13e2f844-ssl%22	https://www.kondammaltrust.org/images/bg/slide1.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/bg/slide1.jpg	(from https://www.kondammaltrust.org/)
18:04:59	222390/222390	---M--	200	added ('OK')	image/jpeg	etag:%220fe25d7bfc13c9057ed69036468e437c-ssl%22	https://www.kondammaltrust.org/images/bg/slide2.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/bg/slide2.jpg	(from https://www.kondammaltrust.org/)
18:04:59	265269/265269	---M--	200	added ('OK')	image/jpeg	etag:%22d483dd5d0cc8a97ba140710c0fe69c2a-ssl%22	https://www.kondammaltrust.org/images/bg/slide3.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/bg/slide3.jpg	(from https://www.kondammaltrust.org/)
18:05:00	3601/3601	---M--	200	added ('OK')	image/png	etag:%222e971134ef8bda804e2e703e520c3e08-ssl%22	https://www.kondammaltrust.org/images/icons/service-style2-icon1.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/icons/service-style2-icon1.png	(from https://www.kondammaltrust.org/)
18:05:01	2959/2959	---M--	200	added ('OK')	image/png	etag:%220d523946e564149f0e92c239951aa2fa-ssl%22	https://www.kondammaltrust.org/images/icons/service-style2-icon2.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/icons/service-style2-icon2.png	(from https://www.kondammaltrust.org/)
18:05:01	2968/2968	---M--	200	added ('OK')	image/png	etag:%22ebc06142af02de1036d76699e430d437-ssl%22	https://www.kondammaltrust.org/images/icons/service-style2-icon3.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/icons/service-style2-icon3.png	(from https://www.kondammaltrust.org/)
18:05:02	3376/3376	---M--	200	added ('OK')	image/png	etag:%22ce8d71b4fc150504b288b6df95b61d8c-ssl%22	https://www.kondammaltrust.org/images/icons/service-style2-icon4.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/icons/service-style2-icon4.png	(from https://www.kondammaltrust.org/)
18:05:03	813/813	---M--	200	added ('OK')	image/jpeg	etag:%2275dc2e45ef0d3089c7c5bcdad888b295-ssl%22	https://www.kondammaltrust.org/images/testimonials/1.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/testimonials/1.jpg	(from https://www.kondammaltrust.org/)
18:05:03	375436/375436	---M--	200	added ('OK')	image/jpeg	etag:%2274240fbfb8d1f28bf96fba7c13e2f844-ssl%22	https://www.kondammaltrust.org/images/about/water.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/about/water.jpg	(from https://www.kondammaltrust.org/)
18:05:04	813/813	---M--	200	added ('OK')	image/jpeg	etag:%2275dc2e45ef0d3089c7c5bcdad888b295-ssl%22	https://www.kondammaltrust.org/images/testimonials/2.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/testimonials/2.jpg	(from https://www.kondammaltrust.org/)
18:05:04	813/813	---M--	200	added ('OK')	image/jpeg	etag:%2275dc2e45ef0d3089c7c5bcdad888b295-ssl%22	https://www.kondammaltrust.org/images/testimonials/3.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/testimonials/3.jpg	(from https://www.kondammaltrust.org/)
18:05:05	134461/134461	---M--	200	added ('OK')	image/jpeg	etag:%22ddbe11dcd6ad3884164a02538740acc1-ssl%22	https://www.kondammaltrust.org/images/causes/9.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/causes/9.jpg	(from https://www.kondammaltrust.org/)
18:05:06	65744/65744	---M--	200	added ('OK')	image/jpeg	etag:%22666ffa080c174ba465d531c4ebb15bf6-ssl%22	https://www.kondammaltrust.org/images/causes/5.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/causes/5.jpg	(from https://www.kondammaltrust.org/)
18:05:07	1834571/1834571	---M--	200	added ('OK')	image/jpeg	etag:%22edf854c1b2fbdd8ed7619346a5c57578-ssl%22	https://www.kondammaltrust.org/images/causes/7.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/causes/7.jpg	(from https://www.kondammaltrust.org/)
18:05:07	375436/375436	---M--	200	added ('OK')	image/jpeg	etag:%2274240fbfb8d1f28bf96fba7c13e2f844-ssl%22	https://www.kondammaltrust.org/images/causes/1.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/causes/1.jpg	(from https://www.kondammaltrust.org/)
18:05:07	265269/265269	---M--	200	added ('OK')	image/jpeg	etag:%22d483dd5d0cc8a97ba140710c0fe69c2a-ssl%22	https://www.kondammaltrust.org/images/causes/2.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/causes/2.jpg	(from https://www.kondammaltrust.org/)
18:05:08	40153/40153	---M--	200	added ('OK')	image/jpeg	etag:%22eafb53b5dc649f3728ae02a7223e4b87-ssl%22	https://www.kondammaltrust.org/images/causes/3.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/causes/3.jpg	(from https://www.kondammaltrust.org/)
18:05:08	40153/40153	---M--	200	added ('OK')	image/jpeg	etag:%22eafb53b5dc649f3728ae02a7223e4b87-ssl%22	https://www.kondammaltrust.org/images/events/1.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/events/1.jpg	(from https://www.kondammaltrust.org/)
18:05:09	2182/2182	---M--	200	added ('OK')	image/png	etag:%22495689d9c8d6fa02cb90466114a5eff7-ssl%22	https://www.kondammaltrust.org/images/phone2.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/phone2.png	(from https://www.kondammaltrust.org/)
18:05:09	375436/375436	---M--	200	added ('OK')	image/jpeg	etag:%2274240fbfb8d1f28bf96fba7c13e2f844-ssl%22	https://www.kondammaltrust.org/images/events/2.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/events/2.jpg	(from https://www.kondammaltrust.org/)
18:05:10	375436/375436	---M--	200	added ('OK')	image/jpeg	etag:%2274240fbfb8d1f28bf96fba7c13e2f844-ssl%22	https://www.kondammaltrust.org/images/blog/b1.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/blog/b1.jpg	(from https://www.kondammaltrust.org/)
18:05:10	265269/265269	---M--	200	added ('OK')	image/jpeg	etag:%22d483dd5d0cc8a97ba140710c0fe69c2a-ssl%22	https://www.kondammaltrust.org/images/blog/b2.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/blog/b2.jpg	(from https://www.kondammaltrust.org/)
18:05:11	222390/222390	---M--	200	added ('OK')	image/jpeg	etag:%220fe25d7bfc13c9057ed69036468e437c-ssl%22	https://www.kondammaltrust.org/images/blog/b3.jpg	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/blog/b3.jpg	(from https://www.kondammaltrust.org/)
18:05:11	3082/3082	---MCZ	404	error ('Not%20Found')	text/html	etag:1657263982-ssl-df	https://www.kondammaltrust.org/images/footer-bg.png	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/images/footer-bg.37.delayed	(from https://www.kondammaltrust.org/)
18:05:12	140510/140510	---MCZ	200	added ('OK')	application/javascript	etag:%225217bd4026e55354c6270577bb2b4bab-ssl-df%22	https://www.kondammaltrust.org/js/custom.js	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/js/custom.js	(from https://www.kondammaltrust.org/)
18:05:13	60280/60280	---MCZ	200	added ('OK')	text/html	etag:%228d653f0f4d3432aa4104b91731170690-ssl-df%22	https://www.kondammaltrust.org/css/images/bx_loader.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/images/bx_loader.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:14	60278/60278	---MCZ	200	added ('OK')	text/html	etag:%22bbdf6b36d4dd235da6dc254bcb81037a-ssl-df%22	https://www.kondammaltrust.org/css/images/controls.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/images/controls.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:14	60290/60290	---MCZ	200	added ('OK')	text/html	etag:%22a5891384f1bcd8b0d7f818d2ea5ef3ad-ssl-df%22	https://www.kondammaltrust.org/css/fonts/flexslider-icon.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/flexslider-icon.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:15	60300/60300	---MCZ	200	added ('OK')	text/html	etag:%2228cc25551664a0d9856a138a46b357a7-ssl-df%22	https://www.kondammaltrust.org/css/fonts/flexslider-icond41dd41d.html?	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/flexslider-icond41dd41dd41d.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:16	60294/60294	---MCZ	200	added ('OK')	text/html	etag:%22bf47f81b1b12a58bb414e10f1e032f1d-ssl-df%22	https://www.kondammaltrust.org/css/fonts/flexslider-icon-2.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/flexslider-icon-2.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:16	60294/60294	---MCZ	200	added ('OK')	text/html	etag:%22a75c40d9ac5295b9e0dc67b60dce1f20-ssl-df%22	https://www.kondammaltrust.org/css/fonts/flexslider-icon-3.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/flexslider-icon-3.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:17	60294/60294	---MCZ	200	added ('OK')	text/html	etag:%22db556d43150efec8abd0e63304a1179f-ssl-df%22	https://www.kondammaltrust.org/css/fonts/flexslider-icon-4.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/flexslider-icon-4.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:18	60264/60264	---MCZ	200	added ('OK')	text/html	etag:%221f3c4dcba6d2b68c2013aa9e5a704fee-ssl-df%22	https://www.kondammaltrust.org/css/ajax-loader.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/ajax-loader.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:18	60270/60270	---MCZ	200	added ('OK')	text/html	etag:%22e43b37bd6368da05b612947820855555-ssl-df%22	https://www.kondammaltrust.org/css/fonts/slick.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/slick.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:19	60280/60280	---MCZ	200	added ('OK')	text/html	etag:%22d5f5359f2bfa37e8930318ae52785bcb-ssl-df%22	https://www.kondammaltrust.org/css/fonts/slickd41dd41d.html?	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/slickd41dd41dd41d.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:20	60274/60274	---MCZ	200	added ('OK')	text/html	etag:%22c5a3cc6ec56ef0267c6be01fbd461bda-ssl-df%22	https://www.kondammaltrust.org/css/fonts/slick-2.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/slick-2.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:20	60274/60274	---MCZ	200	added ('OK')	text/html	etag:%224f24d0bfaac7499718d93cbb8948468d-ssl-df%22	https://www.kondammaltrust.org/css/fonts/slick-3.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/slick-3.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:21	60274/60274	---MCZ	200	added ('OK')	text/html	etag:%22af5ac61f140e288761e84cdb8ae2318c-ssl-df%22	https://www.kondammaltrust.org/css/fonts/slick-4.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/fonts/slick-4.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:22	60256/60256	---MCZ	200	added ('OK')	text/html	etag:%22bd11f2a276b1a7d1f69d6bb83ef46015-ssl-df%22	https://www.kondammaltrust.org/img/loading.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/img/loading.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:22	4024/4024	---MCZ	200	added ('OK')	application/octet-stream	etag:%22efabfb9e56afa88f0ed977fc2fe29176-ssl-df%22	https://www.kondammaltrust.org/fonts/lgd641d641.eot?n1z373	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/fonts/lgd641d641d641.eot	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:23	4024/4024	---MCZ	200	added ('OK')	application/octet-stream	etag:%22efabfb9e56afa88f0ed977fc2fe29176-ssl-df%22	https://www.kondammaltrust.org/fonts/lgd41dd41d.eot?	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/fonts/lgd41dd41dd41d.eot	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:23	3956/3956	---MCZ	200	added ('OK')	application/font-woff	etag:%222c95a35291d11a8e4e3ac33cd2df7e27-ssl-df%22	https://www.kondammaltrust.org/fonts/lgd641d641.woff?n1z373	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/fonts/lgd641d641d641.woff	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:24	3880/3880	---M--	200	added ('OK')	font/ttf	etag:%22a6a26b82b34325313a1420c2fd2bc001-ssl%22	https://www.kondammaltrust.org/fonts/lgd641d641.ttf?n1z373	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/fonts/lgd641d641d641.ttf	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:24	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:%22e5bbc5765ef1a640f8fbd6c74b9a70da-ssl-df%22	https://www.kondammaltrust.org/fonts/lgd641d641.svg?n1z373	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/fonts/lgd641d641d641.svg	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:25	60262/60262	---MCZ	200	added ('OK')	text/html	etag:%22b493e11abf80ed81e0f2678457fe704f-ssl-df%22	https://www.kondammaltrust.org/img/vimeo-play.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/img/vimeo-play.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:26	60262/60262	---MCZ	200	added ('OK')	text/html	etag:%22c0b5332996711990fa68b0e7726d4ec7-ssl-df%22	https://www.kondammaltrust.org/img/video-play.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/img/video-play.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:26	60266/60266	---MCZ	200	added ('OK')	text/html	etag:%223f8c0e305224064cfc97463df2965022-ssl-df%22	https://www.kondammaltrust.org/img/youtube-play.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/img/youtube-play.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
18:05:27	60270/60270	---MCZ	200	added ('OK')	text/html	etag:%229c56257b5de359a31f997571cb8ae315-ssl-df%22	https://www.kondammaltrust.org/css/owl.video.play.html	E:/Rishi/WEB-DEVELOPEMENT/intern-1/www.kondammaltrust.org/css/owl.video.play.html	(from https://www.kondammaltrust.org/css/javascript-plugins-bundle.css)
